Destination,Mood,Temperature (°C),Duration Range (days),Activities,Physicality (1–5),Family Friendly,Budget ($/day),Security (1–5)
Marrakech Variant 526,Energetic,10–25,7–14,"Hiking, Nature, Wildlife",1,Yes,97,3
Marrakech Variant 526,Exotic,10–25,3–5,"Hiking, Nature, Wildlife",1,Yes,105,4
Marrakech Variant 526,Energetic,10–25,5–10,"Hiking, Nature, Wildlife",1,Yes,99,3
Marrakech Variant 526,Exotic,10–25,5–8,"Hiking, Nature, Wildlife",5,Yes,98,4
Marrakech Variant 526,Adventurous,10–25,5–8,"Hiking, Nature, Wildlife",2,Yes,110,5
Auckland Variant 190,Romantic,25–40,3–7,"Skiing, Snowboarding, Hot Springs",5,Yes,220,4
Auckland Variant 190,Relaxed,25–40,3–5,"Skiing, Snowboarding, Hot Springs",2,Yes,224,4
Auckland Variant 190,Exotic,25–40,3–5,"Skiing, Snowboarding, Hot Springs",4,Yes,203,5
Auckland Variant 190,Adventurous,25–40,3–5,"Skiing, Snowboarding, Hot Springs",2,Yes,239,4
Auckland Variant 190,Exotic,25–40,5–8,"Skiing, Snowboarding, Hot Springs",4,Yes,201,5
Auckland Variant 190,Vibrant,25–40,7–14,"Skiing, Snowboarding, Hot Springs",4,Yes,215,5
Riga Variant 364,Laid-back,-10–5,3–7,"Hiking, Nature, Wildlife",5,No,340,5
Riga Variant 364,Romantic,-10–5,7–14,"Hiking, Nature, Wildlife",3,No,326,4
Riga Variant 364,Calm,-10–5,10–15,"Hiking, Nature, Wildlife",3,No,293,5
Riga Variant 364,Romantic,-10–5,3–5,"Hiking, Nature, Wildlife",2,No,296,4
Riga Variant 364,Exotic,-10–5,5–8,"Hiking, Nature, Wildlife",3,No,307,3
Riga Variant 364,Romantic,-10–5,7–14,"Hiking, Nature, Wildlife",2,No,384,3
Dubrovnik Variant 968,Tropical,20–35,3–7,"Adventure Sports, Trekking, Kayaking",5,Yes,480,5
Dubrovnik Variant 968,Vibrant,20–35,10–15,"Adventure Sports, Trekking, Kayaking",4,Yes,451,5
Dubrovnik Variant 968,Exotic,20–35,4–7,"Adventure Sports, Trekking, Kayaking",4,Yes,467,4
Dubrovnik Variant 968,Calm,20–35,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,464,4
Dubrovnik Variant 968,Relaxed,20–35,5–8,"Adventure Sports, Trekking, Kayaking",5,Yes,532,5
Dubrovnik Variant 968,Calm,20–35,10–15,"Adventure Sports, Trekking, Kayaking",4,Yes,495,3
Edinburgh Variant 326,Tranquil,10–25,10–20,"Hiking, Nature, Wildlife",4,No,40,4
Edinburgh Variant 326,Romantic,10–25,4–7,"Hiking, Nature, Wildlife",1,No,41,5
Edinburgh Variant 326,Energetic,10–25,4–7,"Hiking, Nature, Wildlife",2,No,46,5
Edinburgh Variant 326,Calm,10–25,3–5,"Hiking, Nature, Wildlife",1,No,42,3
Edinburgh Variant 326,Energetic,10–25,5–10,"Hiking, Nature, Wildlife",3,No,38,3
Edinburgh Variant 326,Vibrant,10–25,5–10,"Hiking, Nature, Wildlife",1,No,40,4
Marrakech Variant 554,Scenic,20–35,7–14,"Beach, Snorkeling, Relaxation",1,Yes,130,5
Marrakech Variant 554,Exotic,20–35,5–10,"Beach, Snorkeling, Relaxation",5,Yes,134,5
Marrakech Variant 554,Energetic,20–35,3–5,"Beach, Snorkeling, Relaxation",2,Yes,151,3
Marrakech Variant 554,Relaxed,20–35,7–14,"Beach, Snorkeling, Relaxation",4,Yes,133,5
Marrakech Variant 554,Energetic,20–35,5–8,"Beach, Snorkeling, Relaxation",5,Yes,124,3
Marrakech Variant 554,Relaxed,20–35,4–7,"Beach, Snorkeling, Relaxation",2,Yes,129,5
Porto Variant 651,Luxury,-10–5,10–20,"Hiking, Nature, Wildlife",2,No,450,2
Porto Variant 651,Energetic,-10–5,4–7,"Hiking, Nature, Wildlife",2,No,519,3
Porto Variant 651,Adventurous,-10–5,5–8,"Hiking, Nature, Wildlife",4,No,480,5
Porto Variant 651,Adventurous,-10–5,3–5,"Hiking, Nature, Wildlife",5,No,421,4
Porto Variant 651,Romantic,-10–5,4–7,"Hiking, Nature, Wildlife",1,No,470,3
Porto Variant 651,Energetic,-10–5,5–8,"Hiking, Nature, Wildlife",4,No,471,3
Riga Variant 454,Cultural,0–15,3–7,"Spiritual Retreats, Yoga, Wellness",5,No,300,3
Riga Variant 454,Calm,0–15,7–14,"Spiritual Retreats, Yoga, Wellness",3,No,247,4
Riga Variant 454,Adventurous,0–15,10–15,"Spiritual Retreats, Yoga, Wellness",3,No,318,5
Riga Variant 454,Romantic,0–15,4–7,"Spiritual Retreats, Yoga, Wellness",3,No,307,5
Riga Variant 454,Exotic,0–15,4–7,"Spiritual Retreats, Yoga, Wellness",4,No,252,5
Riga Variant 454,Adventurous,0–15,4–7,"Spiritual Retreats, Yoga, Wellness",3,No,354,3
Jerusalem Variant 950,Affordable,0–15,7–14,"Spiritual Retreats, Yoga, Wellness",2,Yes,150,4
Jerusalem Variant 950,Romantic,0–15,3–5,"Spiritual Retreats, Yoga, Wellness",2,Yes,164,4
Jerusalem Variant 950,Calm,0–15,5–8,"Spiritual Retreats, Yoga, Wellness",4,Yes,130,5
Jerusalem Variant 950,Vibrant,0–15,4–7,"Spiritual Retreats, Yoga, Wellness",3,Yes,177,3
Jerusalem Variant 950,Adventurous,0–15,5–10,"Spiritual Retreats, Yoga, Wellness",4,Yes,144,5
Jerusalem Variant 950,Calm,0–15,7–14,"Spiritual Retreats, Yoga, Wellness",1,Yes,123,4
Colombo Variant 996,Quiet,20–35,3–7,"Adventure Sports, Trekking, Kayaking",3,No,190,5
Colombo Variant 996,Relaxed,20–35,5–10,"Adventure Sports, Trekking, Kayaking",3,No,183,4
Colombo Variant 996,Vibrant,20–35,10–15,"Adventure Sports, Trekking, Kayaking",3,No,179,5
Colombo Variant 996,Energetic,20–35,5–8,"Adventure Sports, Trekking, Kayaking",1,No,189,5
Colombo Variant 996,Romantic,20–35,5–8,"Adventure Sports, Trekking, Kayaking",2,No,155,5
Colombo Variant 996,Romantic,20–35,7–14,"Adventure Sports, Trekking, Kayaking",1,No,221,4
Porto Variant 719,Modern,10–25,3–7,"Adventure Sports, Trekking, Kayaking",3,Yes,290,4
Porto Variant 719,Energetic,10–25,4–7,"Adventure Sports, Trekking, Kayaking",4,Yes,294,4
Porto Variant 719,Romantic,10–25,5–10,"Adventure Sports, Trekking, Kayaking",2,Yes,286,4
Porto Variant 719,Energetic,10–25,5–10,"Adventure Sports, Trekking, Kayaking",5,Yes,318,4
Porto Variant 719,Energetic,10–25,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,289,5
Porto Variant 719,Relaxed,10–25,3–5,"Adventure Sports, Trekking, Kayaking",2,Yes,282,3
Porto Variant 892,Mysterious,0–15,7–14,"Skiing, Snowboarding, Hot Springs",4,Yes,500,5
Porto Variant 892,Calm,0–15,3–5,"Skiing, Snowboarding, Hot Springs",3,Yes,598,5
Porto Variant 892,Energetic,0–15,10–15,"Skiing, Snowboarding, Hot Springs",5,Yes,484,3
Porto Variant 892,Energetic,0–15,10–15,"Skiing, Snowboarding, Hot Springs",2,Yes,502,4
Porto Variant 892,Adventurous,0–15,5–8,"Skiing, Snowboarding, Hot Springs",3,Yes,400,5
Porto Variant 892,Adventurous,0–15,5–10,"Skiing, Snowboarding, Hot Springs",4,Yes,565,4
Colombo Variant 923,Elegant,20–35,2–4,"Adventure Sports, Trekking, Kayaking",4,No,350,3
Colombo Variant 923,Romantic,20–35,3–5,"Adventure Sports, Trekking, Kayaking",5,No,364,5
Colombo Variant 923,Exotic,20–35,4–7,"Adventure Sports, Trekking, Kayaking",3,No,373,3
Colombo Variant 923,Romantic,20–35,5–10,"Adventure Sports, Trekking, Kayaking",5,No,384,4
Colombo Variant 923,Romantic,20–35,3–5,"Adventure Sports, Trekking, Kayaking",4,No,323,5
Colombo Variant 923,Vibrant,20–35,4–7,"Adventure Sports, Trekking, Kayaking",1,No,293,4
Tunis Variant 999,Relaxed,20–35,2–4,"Adventure Sports, Trekking, Kayaking",2,No,20,5
Tunis Variant 999,Relaxed,20–35,3–5,"Adventure Sports, Trekking, Kayaking",4,No,16,3
Tunis Variant 999,Calm,20–35,7–14,"Adventure Sports, Trekking, Kayaking",3,No,17,5
Tunis Variant 999,Romantic,20–35,7–14,"Adventure Sports, Trekking, Kayaking",4,No,22,3
Tunis Variant 999,Vibrant,20–35,10–15,"Adventure Sports, Trekking, Kayaking",2,No,21,5
Tunis Variant 999,Calm,20–35,7–14,"Adventure Sports, Trekking, Kayaking",1,No,18,4
Montreal Variant 323,Romantic,25–40,3–7,"Museums, Cafes, Historic Sites",1,Yes,410,4
Montreal Variant 323,Relaxed,25–40,4–7,"Museums, Cafes, Historic Sites",4,Yes,357,5
Montreal Variant 323,Energetic,25–40,3–5,"Museums, Cafes, Historic Sites",2,Yes,389,5
Montreal Variant 323,Calm,25–40,7–14,"Museums, Cafes, Historic Sites",4,Yes,443,5
Montreal Variant 323,Vibrant,25–40,10–15,"Museums, Cafes, Historic Sites",4,Yes,464,3
Montreal Variant 323,Relaxed,25–40,4–7,"Museums, Cafes, Historic Sites",3,Yes,491,4
Auckland Variant 846,Coastal,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",5,No,300,5
Auckland Variant 846,Energetic,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",5,No,267,3
Auckland Variant 846,Vibrant,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",4,No,359,3
Auckland Variant 846,Calm,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",3,No,346,4
Auckland Variant 846,Adventurous,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",5,No,321,5
Auckland Variant 846,Relaxed,10–25,5–8,"Spiritual Retreats, Yoga, Wellness",5,No,261,4
Auckland Variant 872,Charming,10–25,3–7,"Spiritual Retreats, Yoga, Wellness",2,No,120,4
Auckland Variant 872,Exotic,10–25,3–5,"Spiritual Retreats, Yoga, Wellness",5,No,108,5
Auckland Variant 872,Adventurous,10–25,4–7,"Spiritual Retreats, Yoga, Wellness",3,No,121,5
Auckland Variant 872,Vibrant,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",3,No,133,3
Auckland Variant 872,Vibrant,10–25,5–8,"Spiritual Retreats, Yoga, Wellness",1,No,111,4
Auckland Variant 872,Adventurous,10–25,4–7,"Spiritual Retreats, Yoga, Wellness",3,No,97,3
Buenos Aires Variant 999,Affordable,10–25,5–10,"Skiing, Snowboarding, Hot Springs",4,No,110,5
Buenos Aires Variant 999,Adventurous,10–25,5–8,"Skiing, Snowboarding, Hot Springs",2,No,98,5
Buenos Aires Variant 999,Calm,10–25,3–5,"Skiing, Snowboarding, Hot Springs",3,No,126,5
Buenos Aires Variant 999,Vibrant,10–25,7–14,"Skiing, Snowboarding, Hot Springs",5,No,97,3
Buenos Aires Variant 999,Exotic,10–25,5–8,"Skiing, Snowboarding, Hot Springs",5,No,92,5
Buenos Aires Variant 999,Calm,10–25,5–8,"Skiing, Snowboarding, Hot Springs",2,No,94,3
Lisbon Variant 242,Diverse,-10–5,5–10,"Beach, Snorkeling, Relaxation",4,Yes,160,5
Lisbon Variant 242,Vibrant,-10–5,5–10,"Beach, Snorkeling, Relaxation",4,Yes,139,5
Lisbon Variant 242,Romantic,-10–5,4–7,"Beach, Snorkeling, Relaxation",5,Yes,137,5
Lisbon Variant 242,Romantic,-10–5,5–10,"Beach, Snorkeling, Relaxation",5,Yes,156,5
Lisbon Variant 242,Calm,-10–5,10–15,"Beach, Snorkeling, Relaxation",4,Yes,136,5
Lisbon Variant 242,Adventurous,-10–5,4–7,"Beach, Snorkeling, Relaxation",1,Yes,172,5
Tokyo Variant 556,Historic,10–25,10–20,"Beach, Snorkeling, Relaxation",5,No,400,3
Tokyo Variant 556,Adventurous,10–25,3–5,"Beach, Snorkeling, Relaxation",4,No,474,3
Tokyo Variant 556,Vibrant,10–25,3–5,"Beach, Snorkeling, Relaxation",5,No,422,4
Tokyo Variant 556,Exotic,10–25,3–5,"Beach, Snorkeling, Relaxation",2,No,459,5
Tokyo Variant 556,Adventurous,10–25,3–5,"Beach, Snorkeling, Relaxation",4,No,409,5
Tokyo Variant 556,Relaxed,10–25,10–15,"Beach, Snorkeling, Relaxation",3,No,333,4
Lisbon Variant 191,Wild,25–40,10–20,"Spiritual Retreats, Yoga, Wellness",1,Yes,60,5
Lisbon Variant 191,Adventurous,25–40,3–5,"Spiritual Retreats, Yoga, Wellness",4,Yes,66,4
Lisbon Variant 191,Romantic,25–40,7–14,"Spiritual Retreats, Yoga, Wellness",2,Yes,62,5
Lisbon Variant 191,Vibrant,25–40,5–8,"Spiritual Retreats, Yoga, Wellness",5,Yes,72,3
Lisbon Variant 191,Adventurous,25–40,5–10,"Spiritual Retreats, Yoga, Wellness",3,Yes,52,3
Lisbon Variant 191,Vibrant,25–40,10–15,"Spiritual Retreats, Yoga, Wellness",3,Yes,57,3
Zanzibar Variant 988,Quiet,25–40,2–4,"Skiing, Snowboarding, Hot Springs",2,No,340,2
Zanzibar Variant 988,Energetic,25–40,5–8,"Skiing, Snowboarding, Hot Springs",5,No,383,4
Zanzibar Variant 988,Energetic,25–40,5–10,"Skiing, Snowboarding, Hot Springs",2,No,344,3
Zanzibar Variant 988,Vibrant,25–40,10–15,"Skiing, Snowboarding, Hot Springs",5,No,278,3
Zanzibar Variant 988,Exotic,25–40,3–5,"Skiing, Snowboarding, Hot Springs",3,No,384,5
Zanzibar Variant 988,Exotic,25–40,10–15,"Skiing, Snowboarding, Hot Springs",4,No,366,4
Hanoi Variant 911,Balanced,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",2,No,420,4
Hanoi Variant 911,Exotic,10–25,3–5,"Spiritual Retreats, Yoga, Wellness",2,No,364,3
Hanoi Variant 911,Exotic,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",5,No,452,4
Hanoi Variant 911,Exotic,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",5,No,414,4
Hanoi Variant 911,Exotic,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",1,No,410,3
Hanoi Variant 911,Relaxed,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",2,No,355,3
Cusco Variant 521,Diverse,0–15,5–10,"Beach, Snorkeling, Relaxation",5,No,420,5
Cusco Variant 521,Exotic,0–15,10–15,"Beach, Snorkeling, Relaxation",5,No,347,4
Cusco Variant 521,Exotic,0–15,3–5,"Beach, Snorkeling, Relaxation",2,No,377,5
Cusco Variant 521,Vibrant,0–15,4–7,"Beach, Snorkeling, Relaxation",1,No,400,3
Cusco Variant 521,Energetic,0–15,4–7,"Beach, Snorkeling, Relaxation",5,No,430,3
Cusco Variant 521,Relaxed,0–15,10–15,"Beach, Snorkeling, Relaxation",5,No,401,4
Tunis Variant 498,Tranquil,10–25,2–4,"Museums, Cafes, Historic Sites",1,No,230,4
Tunis Variant 498,Romantic,10–25,4–7,"Museums, Cafes, Historic Sites",2,No,265,5
Tunis Variant 498,Romantic,10–25,3–5,"Museums, Cafes, Historic Sites",1,No,250,3
Tunis Variant 498,Adventurous,10–25,5–10,"Museums, Cafes, Historic Sites",2,No,203,4
Tunis Variant 498,Calm,10–25,3–5,"Museums, Cafes, Historic Sites",4,No,186,4
Tunis Variant 498,Calm,10–25,10–15,"Museums, Cafes, Historic Sites",2,No,248,5
Tunis Variant 617,Peaceful,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",1,Yes,410,5
Tunis Variant 617,Exotic,-10–5,5–10,"Adventure Sports, Trekking, Kayaking",4,Yes,379,5
Tunis Variant 617,Adventurous,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",4,Yes,342,4
Tunis Variant 617,Exotic,-10–5,10–15,"Adventure Sports, Trekking, Kayaking",5,Yes,329,3
Tunis Variant 617,Adventurous,-10–5,5–8,"Adventure Sports, Trekking, Kayaking",5,Yes,343,4
Tunis Variant 617,Energetic,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",1,Yes,437,4
Dubrovnik Variant 230,Quiet,25–40,10–20,"Beach, Snorkeling, Relaxation",2,No,270,2
Dubrovnik Variant 230,Relaxed,25–40,10–15,"Beach, Snorkeling, Relaxation",3,No,236,5
Dubrovnik Variant 230,Calm,25–40,4–7,"Beach, Snorkeling, Relaxation",4,No,245,5
Dubrovnik Variant 230,Vibrant,25–40,7–14,"Beach, Snorkeling, Relaxation",1,No,235,3
Dubrovnik Variant 230,Vibrant,25–40,3–5,"Beach, Snorkeling, Relaxation",2,No,255,3
Dubrovnik Variant 230,Exotic,25–40,3–5,"Beach, Snorkeling, Relaxation",5,No,283,4
Siem Reap Variant 638,Sunny,20–35,5–10,"Spiritual Retreats, Yoga, Wellness",5,Yes,240,2
Siem Reap Variant 638,Calm,20–35,4–7,"Spiritual Retreats, Yoga, Wellness",5,Yes,260,5
Siem Reap Variant 638,Exotic,20–35,5–8,"Spiritual Retreats, Yoga, Wellness",1,Yes,228,4
Siem Reap Variant 638,Romantic,20–35,10–15,"Spiritual Retreats, Yoga, Wellness",3,Yes,242,4
Siem Reap Variant 638,Vibrant,20–35,5–8,"Spiritual Retreats, Yoga, Wellness",1,Yes,213,3
Siem Reap Variant 638,Relaxed,20–35,5–10,"Spiritual Retreats, Yoga, Wellness",4,Yes,252,5
Dubai Variant 496,Spiritual,-10–5,3–7,"Hiking, Nature, Wildlife",4,Yes,140,4
Dubai Variant 496,Relaxed,-10–5,4–7,"Hiking, Nature, Wildlife",4,Yes,137,3
Dubai Variant 496,Exotic,-10–5,10–15,"Hiking, Nature, Wildlife",2,Yes,160,3
Dubai Variant 496,Romantic,-10–5,7–14,"Hiking, Nature, Wildlife",1,Yes,167,5
Dubai Variant 496,Energetic,-10–5,4–7,"Hiking, Nature, Wildlife",5,Yes,115,4
Dubai Variant 496,Vibrant,-10–5,10–15,"Hiking, Nature, Wildlife",1,Yes,140,4
Auckland Variant 628,Romantic,25–40,2–4,"Skiing, Snowboarding, Hot Springs",5,Yes,40,2
Auckland Variant 628,Relaxed,25–40,4–7,"Skiing, Snowboarding, Hot Springs",3,Yes,44,5
Auckland Variant 628,Relaxed,25–40,7–14,"Skiing, Snowboarding, Hot Springs",4,Yes,47,5
Auckland Variant 628,Vibrant,25–40,7–14,"Skiing, Snowboarding, Hot Springs",1,Yes,36,3
Auckland Variant 628,Vibrant,25–40,4–7,"Skiing, Snowboarding, Hot Springs",2,Yes,33,5
Auckland Variant 628,Exotic,25–40,5–10,"Skiing, Snowboarding, Hot Springs",1,Yes,35,5
Santorini Variant 416,Exotic,-10–5,7–14,"Spiritual Retreats, Yoga, Wellness",2,Yes,140,3
Santorini Variant 416,Relaxed,-10–5,3–5,"Spiritual Retreats, Yoga, Wellness",1,Yes,123,5
Santorini Variant 416,Calm,-10–5,5–8,"Spiritual Retreats, Yoga, Wellness",1,Yes,120,5
Santorini Variant 416,Adventurous,-10–5,5–10,"Spiritual Retreats, Yoga, Wellness",2,Yes,166,4
Santorini Variant 416,Vibrant,-10–5,5–10,"Spiritual Retreats, Yoga, Wellness",1,Yes,165,5
Santorini Variant 416,Calm,-10–5,3–5,"Spiritual Retreats, Yoga, Wellness",3,Yes,137,4
Seoul Variant 810,Affordable,0–15,10–20,"Skiing, Snowboarding, Hot Springs",2,Yes,440,4
Seoul Variant 810,Exotic,0–15,5–8,"Skiing, Snowboarding, Hot Springs",5,Yes,497,5
Seoul Variant 810,Energetic,0–15,3–5,"Skiing, Snowboarding, Hot Springs",3,Yes,463,3
Seoul Variant 810,Adventurous,0–15,5–8,"Skiing, Snowboarding, Hot Springs",2,Yes,372,3
Seoul Variant 810,Vibrant,0–15,5–10,"Skiing, Snowboarding, Hot Springs",3,Yes,459,5
Seoul Variant 810,Calm,0–15,4–7,"Skiing, Snowboarding, Hot Springs",5,Yes,517,4
Tallinn Variant 117,Mysterious,-10–5,3–7,"Skiing, Snowboarding, Hot Springs",4,No,480,3
Tallinn Variant 117,Relaxed,-10–5,3–5,"Skiing, Snowboarding, Hot Springs",5,No,462,5
Tallinn Variant 117,Energetic,-10–5,5–10,"Skiing, Snowboarding, Hot Springs",5,No,568,5
Tallinn Variant 117,Calm,-10–5,3–5,"Skiing, Snowboarding, Hot Springs",4,No,439,5
Tallinn Variant 117,Adventurous,-10–5,10–15,"Skiing, Snowboarding, Hot Springs",2,No,484,5
Tallinn Variant 117,Adventurous,-10–5,3–5,"Skiing, Snowboarding, Hot Springs",1,No,415,4
Siem Reap Variant 377,Spiritual,20–35,7–14,"Beach, Snorkeling, Relaxation",3,Yes,140,3
Siem Reap Variant 377,Relaxed,20–35,7–14,"Beach, Snorkeling, Relaxation",5,Yes,153,3
Siem Reap Variant 377,Vibrant,20–35,4–7,"Beach, Snorkeling, Relaxation",4,Yes,159,3
Siem Reap Variant 377,Relaxed,20–35,3–5,"Beach, Snorkeling, Relaxation",4,Yes,118,3
Siem Reap Variant 377,Adventurous,20–35,3–5,"Beach, Snorkeling, Relaxation",2,Yes,136,4
Siem Reap Variant 377,Energetic,20–35,5–8,"Beach, Snorkeling, Relaxation",5,Yes,161,4
Patagonia Variant 380,Sunny,25–40,5–10,"Skiing, Snowboarding, Hot Springs",2,No,120,4
Patagonia Variant 380,Relaxed,25–40,5–10,"Skiing, Snowboarding, Hot Springs",4,No,138,5
Patagonia Variant 380,Energetic,25–40,7–14,"Skiing, Snowboarding, Hot Springs",4,No,104,3
Patagonia Variant 380,Adventurous,25–40,3–5,"Skiing, Snowboarding, Hot Springs",5,No,144,4
Patagonia Variant 380,Romantic,25–40,10–15,"Skiing, Snowboarding, Hot Springs",2,No,97,4
Patagonia Variant 380,Romantic,25–40,7–14,"Skiing, Snowboarding, Hot Springs",5,No,115,4
Istanbul Variant 284,Spiritual,25–40,10–20,"Spiritual Retreats, Yoga, Wellness",4,Yes,360,2
Istanbul Variant 284,Calm,25–40,7–14,"Spiritual Retreats, Yoga, Wellness",2,Yes,393,5
Istanbul Variant 284,Calm,25–40,5–8,"Spiritual Retreats, Yoga, Wellness",5,Yes,408,3
Istanbul Variant 284,Exotic,25–40,5–10,"Spiritual Retreats, Yoga, Wellness",2,Yes,324,5
Istanbul Variant 284,Adventurous,25–40,5–10,"Spiritual Retreats, Yoga, Wellness",1,Yes,292,3
Istanbul Variant 284,Romantic,25–40,4–7,"Spiritual Retreats, Yoga, Wellness",5,Yes,428,5
Cusco Variant 711,Relaxed,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",5,Yes,490,5
Cusco Variant 711,Vibrant,10–25,3–5,"Spiritual Retreats, Yoga, Wellness",3,Yes,509,4
Cusco Variant 711,Energetic,10–25,4–7,"Spiritual Retreats, Yoga, Wellness",5,Yes,528,3
Cusco Variant 711,Vibrant,10–25,5–8,"Spiritual Retreats, Yoga, Wellness",3,Yes,475,3
Cusco Variant 711,Calm,10–25,5–8,"Spiritual Retreats, Yoga, Wellness",1,Yes,407,4
Cusco Variant 711,Vibrant,10–25,5–8,"Spiritual Retreats, Yoga, Wellness",2,Yes,448,3
Marrakech Variant 497,Spiritual,0–15,10–20,"Hiking, Nature, Wildlife",1,No,280,2
Marrakech Variant 497,Relaxed,0–15,5–10,"Hiking, Nature, Wildlife",1,No,296,4
Marrakech Variant 497,Calm,0–15,5–10,"Hiking, Nature, Wildlife",4,No,255,5
Marrakech Variant 497,Vibrant,0–15,5–8,"Hiking, Nature, Wildlife",2,No,302,4
Marrakech Variant 497,Vibrant,0–15,10–15,"Hiking, Nature, Wildlife",4,No,238,3
Marrakech Variant 497,Vibrant,0–15,3–5,"Hiking, Nature, Wildlife",3,No,317,5
Athens Variant 577,Wild,10–25,3–7,"Hiking, Nature, Wildlife",5,No,360,4
Athens Variant 577,Exotic,10–25,4–7,"Hiking, Nature, Wildlife",1,No,301,3
Athens Variant 577,Vibrant,10–25,5–8,"Hiking, Nature, Wildlife",1,No,323,3
Athens Variant 577,Adventurous,10–25,7–14,"Hiking, Nature, Wildlife",4,No,295,4
Athens Variant 577,Relaxed,10–25,4–7,"Hiking, Nature, Wildlife",4,No,422,3
Athens Variant 577,Calm,10–25,5–10,"Hiking, Nature, Wildlife",2,No,402,5
Mexico City Variant 628,Luxury,-10–5,10–20,"Beach, Snorkeling, Relaxation",2,No,130,2
Mexico City Variant 628,Calm,-10–5,3–5,"Beach, Snorkeling, Relaxation",4,No,143,5
Mexico City Variant 628,Calm,-10–5,3–5,"Beach, Snorkeling, Relaxation",3,No,137,3
Mexico City Variant 628,Romantic,-10–5,3–5,"Beach, Snorkeling, Relaxation",3,No,152,5
Mexico City Variant 628,Romantic,-10–5,5–8,"Beach, Snorkeling, Relaxation",3,No,111,5
Mexico City Variant 628,Vibrant,-10–5,7–14,"Beach, Snorkeling, Relaxation",5,No,108,5
Bangkok Variant 624,Relaxed,-10–5,10–20,"Adventure Sports, Trekking, Kayaking",2,No,170,2
Bangkok Variant 624,Exotic,-10–5,3–5,"Adventure Sports, Trekking, Kayaking",5,No,185,4
